-5,-5,-5,0.00497146520186996,0.00497509542463519,0.00563748690540032
-5,-4.5,-5,0.00547926109886338,0.00493663007885131,0.00614202796511958
-5,-4,-5,0.00600945624402264,0.00481613014159153,0.00668004105297009
-5,-3.5,-5,0.00655492786096654,0.00459664652330818,0.00723041437620383
-5,-3,-5,0.00709828594220366,0.00426405477345665,0.00777820833197214
-5,-2.5,-5,0.00761791238743342,0.00380962263406392,0.00830417701593187
-5,-2,-5,0.00809158886378422,0.00323131114815262,0.00879062488143573
-5,-1.5,-5,0.00848890386353354,0.00253858039274175,0.0092010293560652
-5,-1,-5,0.00878913215495519,0.0017492994561599,0.00951593950048667
-5,-0.5,-5,0.00897432116546215,0.000891818805494156,0.00971362540723673
-5,0,-5,0.00903443540250071,1.51655458741854e-06,0.00977840646978658
-5,0.5,-5,0.00899356525705382,-0.00089892240138024,0.0097109186813279
-5,1,-5,0.00880012009151073,-0.00175951687001407,0.00951222861085823
-5,1.5,-5,0.00849163800170458,-0.00254824896498,0.00919813297679936
-5,2,-5,0.00808792826520135,-0.00323835735695417,0.00878895571648728
-5,2.5,-5,0.00761561399480879,-0.00381292424610926,0.00831523340760564
-5,3,-5,0.00709538137126311,-0.00426337893512411,0.00778917287840196
-5,3.5,-5,0.00655339650132179,-0.00459414458522241,0.00724040050146676
-5,4,-5,0.00600999569016774,-0.00481389510909567,0.0066877412164407
-5,4.5,-5,0.00548130998925091,-0.00493632916058671,0.00614631363061981
-5,5,-5,0.00497329895152476,-0.0049831504551929,0.00562795362933638
-4.5,-5,-5,0.00493756021932431,0.00547821195973179,0.00614207891649664
-4.5,-4.5,-5,0.00547728405273397,0.0054763853012352,0.00674702483415755
-4.5,-4,-5,0.00604571473673599,0.00537342011955967,0.00739389133893392
-4.5,-3.5,-5,0.00663477218758405,0.005159972198335,0.00806323343784404
-4.5,-3,-5,0.00722727212618729,0.00481807992493482,0.00873629100359684
-4.5,-2.5,-5,0.00780046253638061,0.00433404280335593,0.00938801370272934
-4.5,-2,-5,0.00832973665170297,0.00370180160788423,0.00998793263148292
